assay_type,canonical_smiles,data_validity_comment,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,standard_value_nM,pIC50,smiles_clean
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3O)C1,,CHEMBL5864326,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3O)C1
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C1,,CHEMBL5759232,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@H](C)C4)cnc23)C1,,CHEMBL5915222,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@H](C)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(C)C(=O)[C@@H]4C)cnc23)C1,,CHEMBL6028226,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(C)C(=O)[C@@H]4C)cnc23)C1
B,CC1CN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1,,CHEMBL5832405,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC1CN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5COCC5C4)cnc23)C1,,CHEMBL5772465,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5COCC5C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCCO4)cnc23)C1,,CHEMBL6037533,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCCO4)cnc23)C1
B,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CCO3)C[C@@H](N)[C@@H]1O,,CHEMBL5799123,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CCO3)C[C@@H](N)[C@@H]1O
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCO3)C1,,CHEMBL5946710,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCO3)C1
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CCO3)C1,,CHEMBL5800515,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CCO3)C1
B,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C[C@@H](N)[C@@H]1O,,CHEMBL5811680,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C[C@@H](N)[C@@H]1O
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC4)cc3n2)C1,,CHEMBL5827712,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC4)cc3n2)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C5CCCC4COC5)cnc23)C1,,CHEMBL5814461,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C5CCCC4COC5)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC(=O)N(C)C[C@H]4C)cnc23)C1,,CHEMBL5750664,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC(=O)N(C)C[C@H]4C)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C5CCC4CC(O)C5)cnc23)C1,,CHEMBL6056224,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C5CCC4CC(O)C5)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ccccc4F)cnc23)C1,,CHEMBL5960783,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ccccc4F)cnc23)C1
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCCC4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5792214,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCCC4)cc3n2)C[C@@H](N)[C@@H]1O
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(N5CCOCC5)CC4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5748397,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(N5CCOCC5)CC4)cc3n2)C[C@@H](N)[C@@H]1O
B,COC1CCCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1,,CHEMBL5884691,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COC1CCCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@H]4C)cnc23)C1,,CHEMBL5971521,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@H]4C)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC[C@@H]4C)cnc23)C1,,CHEMBL5765921,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC[C@@H]4C)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC[C@H]4C)cnc23)C1,,CHEMBL5933581,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC[C@H]4C)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCC(F)(F)C4)cnc23)C1,,CHEMBL5778645,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCC(F)(F)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(-c4cnn(C)c4)cc3n2)C1,,CHEMBL5804427,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(-c4cnn(C)c4)cc3n2)C1
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4cccnc4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5761541,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4cccnc4)cc3n2)C[C@@H](N)[C@@H]1O
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4ccc(N5CCOCC5)nc4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL6048124,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4ccc(N5CCOCC5)nc4)cc3n2)C[C@@H](N)[C@@H]1O
B,COc1ccc(-c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)cn1,,CHEMBL6003402,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(-c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)cn1
B,CCn1cc(-c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)cn1,,CHEMBL6050790,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CCn1cc(-c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)cn1
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4cnn(C)c4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5934114,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4cnn(C)c4)cc3n2)C[C@@H](N)[C@@H]1O
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC5(CCOCC5)CC4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5890523,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC5(CCOCC5)CC4)cc3n2)C[C@@H](N)[C@@H]1O
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCOCC4)cc3n2)C1,,CHEMBL6017780,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCOCC4)cc3n2)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@H]4C)nnc23)C1,,CHEMBL5761566,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@H]4C)nnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC[C@H]4C)nnc23)C1,,CHEMBL5783371,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC[C@H]4C)nnc23)C1
B,CC1CCCCN1c1cc2c(F)ccc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)c2nn1,,CHEMBL5962696,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC1CCCCN1c1cc2c(F)ccc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)c2nn1
B,Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1)CC[C@H]2O,,CHEMBL5789124,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1)CC[C@H]2O
B,Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1)CC[C@@H]2O,,CHEMBL5822231,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1)CC[C@@H]2O
B,N[C@H]1C[C@@H](C(F)(F)F)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCO3)C1,,CHEMBL5958816,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,N[C@H]1C[C@@H](C(F)(F)F)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCO3)C1
B,Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1)CCO2,,CHEMBL6032105,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1)CCO2
B,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCO3)C[C@@H](N)[C@@H]1O,,CHEMBL5860526,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCO3)C[C@@H](N)[C@@H]1O
B,CC(C)c1ccc2ccc(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)nc2c1,,CHEMBL5927394,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC(C)c1ccc2ccc(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)nc2c1
B,Cn1cc(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)cn1,,CHEMBL5785027,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,Cn1cc(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)cn1
B,CCn1cc(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)cn1,,CHEMBL6060255,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CCn1cc(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)cn1
B,N[C@@H]1CN(c2ccncc2NC(=O)c2ccc3ncc(-c4ccc(N5CCOCC5)nc4)cc3n2)C[C@H](C2CC2)[C@H]1O,,CHEMBL5841564,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,N[C@@H]1CN(c2ccncc2NC(=O)c2ccc3ncc(-c4ccc(N5CCOCC5)nc4)cc3n2)C[C@H](C2CC2)[C@H]1O
B,COc1ccc(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)cn1,,CHEMBL5799429,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)cn1
B,COc1cc(F)c(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)c(F)c1,,CHEMBL5747128,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1cc(F)c(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C5CC5)C4)nc3c2)c(F)c1
B,COC(=O)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)[C@H](C)C1,,CHEMBL5854634,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COC(=O)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)[C@H](C)C1
B,COC(=O)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)[C@@H](C)C1,,CHEMBL6050849,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COC(=O)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)[C@@H](C)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(S(C)(=O)=O)C[C@H]4C)cnc23)C1,,CHEMBL6025946,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(S(C)(=O)=O)C[C@H]4C)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C5CCC4CC5)cnc23)C1,,CHEMBL5890486,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C5CCC4CC5)cnc23)C1
B,CN1CCOc2c1c(NC1CCOCC1)nn1c(-c3cccc(OC(F)(F)F)c3)nnc21,,CHEMBL5896274,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CN1CCOc2c1c(NC1CCOCC1)nn1c(-c3cccc(OC(F)(F)F)c3)nnc21
B,COC1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)nc3c2)CC1,,CHEMBL6019962,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COC1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)nc3c2)CC1
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4ccc(OC5CCOCC5)nc4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5866128,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(-c4ccc(OC5CCOCC5)nc4)cc3n2)C[C@@H](N)[C@@H]1O
B,N#Cc1ccccc1-c1cnc2ccc(C(=O)Nc3cnccc3N3C[C@@H](N)C[C@@H](C(F)(F)F)C3)nc2c1,,CHEMBL5958260,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,N#Cc1ccccc1-c1cnc2ccc(C(=O)Nc3cnccc3N3C[C@@H](N)C[C@@H](C(F)(F)F)C3)nc2c1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(O)CC4)cc3n2)C1,,CHEMBL5766618,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(O)CC4)cc3n2)C1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(-c4ccccc4C#N)cc3n2)C1,,CHEMBL5754839,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(-c4ccccc4C#N)cc3n2)C1
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cc(OC5CCCOC5)cc4F)n3)cnc3c2CC[C@H]3O)C1,,CHEMBL5771957,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cc(OC5CCCOC5)cc4F)n3)cnc3c2CC[C@H]3O)C1
B,COC1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)CC1,,CHEMBL5759471,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COC1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)CC1
B,CCN1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)nc3c2)CC1=O,,CHEMBL5927607,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CCN1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)nc3c2)CC1=O
B,CCN1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)CC1=O,,CHEMBL5889754,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CCN1CCN(c2ccc3ccc(C(=O)Nc4cnccc4N4C[C@@H](N)[C@H](O)[C@@H](C)C4)nc3c2)CC1=O
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(c5ccncc5)CC4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5965162,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(c5ccncc5)CC4)cc3n2)C[C@@H](N)[C@@H]1O
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(C#N)CC4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5859715,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC(C#N)CC4)cc3n2)C[C@@H](N)[C@@H]1O
B,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)CC[C@H]4O)ccc2F)c(F)c1,,CHEMBL5751869,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)CC[C@H]4O)ccc2F)c(F)c1
B,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)CCC4O)ccc2F)c(F)c1,,CHEMBL6005273,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)CCC4O)ccc2F)c(F)c1
B,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cc(C(C)(C)O)cc4F)n3)cnc3c2CCO3)C[C@@H](N)[C@@H]1O,,CHEMBL5756325,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cc(C(C)(C)O)cc4F)n3)cnc3c2CCO3)C[C@@H](N)[C@@H]1O
B,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@H]4O)ccc2F)c(F)c1,,CHEMBL5813495,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@H]4O)ccc2F)c(F)c1
B,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@@H]4O)ccc2F)c(F)c1,,CHEMBL5904487,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COCc1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@@H]4O)ccc2F)c(F)c1
B,COC(=O)N1C[C@H]2C[C@@H]1CN2c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,,CHEMBL6057198,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COC(=O)N1C[C@H]2C[C@@H]1CN2c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)C4CCCC4C#N)cnc23)C1,,CHEMBL6008506,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)C4CCCC4C#N)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ncccc4OC(F)F)cnc23)C1,,CHEMBL5781303,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ncccc4OC(F)F)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCc5cccc(F)c54)cnc23)C1,,CHEMBL5877880,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCc5cccc(F)c54)cnc23)C1
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCOCC4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL6020061,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCOCC4)cc3n2)C[C@@H](N)[C@@H]1O
B,COc1cc(F)c(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)nc3c2)c(F)c1,,CHEMBL5842100,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1cc(F)c(-c2cnc3ccc(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)nc3c2)c(F)c1
B,CC(C)c1cnc2ccc(C(=O)Nc3cnccc3N3C[C@H](C)C[C@H](N)C3)nc2c1,,CHEMBL6037029,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC(C)c1cnc2ccc(C(=O)Nc3cnccc3N3C[C@H](C)C[C@H](N)C3)nc2c1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ncc(-c4c(F)cccc4F)cc3n2)C1,,CHEMBL6048768,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ncc(-c4c(F)cccc4F)cc3n2)C1
